Incident_case_id,Date,Offense,Street_Number,Street_Address,Zip Codes,Precinent
PP21062100001113,6/21/2021,"AUTO, STOLEN",9100 BLOCK,9108 VARNUM ST,15994,
PP21062100000586,6/21/2021,ACCIDENT WITH IMPOUND,,NEW HAMPSHIRE AVE NB / MERRIMAC DR,10889,
PP21062100002186,6/21/2021,"AUTO, STOLEN",4700 BLOCK,4719 STAMP RD,15817,
PP21062100001322,6/21/2021,"ROBBERY, OTHER",1200 BLOCK,1203 PALMER RD,15572,
PP21062200001911,6/22/2021,THEFT FROM AUTO,,CHAPPARAL DR / SHADY GLEN DR,15814,
PP21062200001685,6/22/2021,THEFT,7900 BLOCK,7911 ANCHOR ST,31451,
PP21062200000600,6/22/2021,THEFT FROM AUTO,6000 BLOCK,6060 SARGENT RD SB,8789,
PP21062200001842,6/22/2021,THEFT,4900 BLOCK,4947 MARLBORO PIKE EB,15568,
PP21062200001659,6/22/2021,"AUTO, STOLEN",5600 BLOCK,5617 LARSON CT,15568,
PP21062200000393,6/22/2021,THEFT FROM AUTO,4900 BLOCK,4909 WHITFIELD CHAPEL RD,15994,
PP21062200000376,6/22/2021,THEFT FROM AUTO,9500 BLOCK,9500 UNDERWOOD ST,15994,
PP21062200000904,6/22/2021,ASSAULT,,SOUTH LAUREL DR / LAURELWALK DR,15999,
PP21062200000731,6/22/2021,ACCIDENT WITH IMPOUND,12600 BLOCK,12675 LAUREL BOWIE RD NB,15999,
PP21062200000757,6/22/2021,"B & E, RESIDENTIAL",8800 BLOCK,8833 GREENBELT RD EB,15994,
PP21062200000910,6/22/2021,"AUTO, STOLEN",2500 BLOCK,2504 MARKHAM LN,31451,
PP21062200000230,6/22/2021,ACCIDENT WITH IMPOUND,6200 BLOCK,6218 RIVERDALE RD WB,15302,
PP21062200001887,6/22/2021,THEFT,3300 BLOCK,3373 DONNELL DR SB,15814,
PP21062200000378,6/22/2021,THEFT FROM AUTO,1900 BLOCK,1920 STANFORD CT,31451,
PP21062200000479,6/22/2021,ACCIDENT WITH IMPOUND,,ADDISON RD S / WALKER MILL RD WB,15814,
PP21062200001007,6/22/2021,THEFT FROM AUTO,8000 BLOCK,8009 RIGGS RD,10889,
PP21062200001153,6/22/2021,ACCIDENT WITH IMPOUND,12000 BLOCK,12004 DULEY STATION RD,17002,
PP21062200000654,6/22/2021,ACCIDENT WITH IMPOUND,,CENTRAL AVE EB / HAMPTON PARK BLVD,15568,
PP21062200000360,6/22/2021,ACCIDENT WITH IMPOUND,,CENTRAL AVE EB / HAMPTON PARK BLVD,15568,
PP21062200000132,6/22/2021,"AUTO, STOLEN",4700 BLOCK,4706 HEATH ST,15568,
PP21062200001300,6/22/2021,THEFT FROM AUTO,5500 BLOCK,5552 EAST BONIWOOD TURN,15298,
PP21062200001375,6/22/2021,THEFT,9100 BLOCK,9139 RIGGS RD,10889,
PP21062200001474,6/22/2021,"AUTO, STOLEN",100 BLOCK,126 EAST MILL AVE,15568,
PP21062200001854,6/22/2021,THEFT,10400 BLOCK,10430 BALTIMORE AVE SB,15750,
PP21062200000478,6/22/2021,"AUTO, STOLEN",4400 BLOCK,4433 23RD PKWY SB,15817,
PP21062200001152,6/22/2021,THEFT FROM AUTO,7000 BLOCK,7004 HANOVER PKWY,16242,
PP21062200000619,6/22/2021,"B & E, COMMERCIAL",5600 BLOCK,5681 SUITLAND RD,15577,
PP21062200000449,6/22/2021,THEFT FROM AUTO,3100 BLOCK,3111 PYLES DR,8340,
PP21062200001028,6/22/2021,"AUTO, STOLEN",5000 BLOCK,5000 AUTH RD WB,15577,
PP21062200001180,6/22/2021,THEFT,5100 BLOCK,5135 INDIAN HEAD HWY SB,15574,
PP21062200000467,6/22/2021,THEFT,9500 BLOCK,9506 CRAIN HWY SE,17002,
PP21062200000898,6/22/2021,ACCIDENT WITH IMPOUND,10800 BLOCK,10820 RHODE ISLAND AVE,15750,
PP21062200000171,6/22/2021,"B & E, COMMERCIAL",3700 BLOCK,3745 BRANCH AVE SB,15817,
PP21062200002101,6/22/2021,"ROBBERY, VEHICLE",3900 BLOCK,3914 23RD PKWY NB,15817,
PP21062200000014,6/22/2021,THEFT,1000 BLOCK,1004 MARCY AVE,15574,
PP21062200000168,6/22/2021,"B & E, COMMERCIAL",3400 BLOCK,3417 BRANCH AVE SB,15817,
PP21062200001091,6/22/2021,THEFT,2600 BLOCK,2600 BROOKS DR,15577,
PP21062200002082,6/22/2021,ACCIDENT WITH IMPOUND,7500 BLOCK,7545 LANDOVER RD EB,31451,
PP21062200002098,6/22/2021,THEFT,10500 BLOCK,10550 BALTIMORE AVE SB,15750,
PP21062300000543,6/23/2021,"AUTO, STOLEN",5600 BLOCK,5631 REGENCY PARK CT,15577,
PP21062300000086,6/23/2021,HOMICIDE,600 BLOCK,604 CAMELOT WAY,15572,
PP21062300002006,6/23/2021,THEFT,8200 BLOCK,8204 BALTIMORE AVE SB,15305,
PP21062300001608,6/23/2021,THEFT,1400 BLOCK,1423 EASTERN AVE,15568,
PP21062300000356,6/23/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY NB / LIVINGSTON RD,8834,
PP21062300001122,6/23/2021,THEFT,8700 BLOCK,8755 BRANCH AVE SB,15298,
PP21062300000867,6/23/2021,"AUTO, STOLEN",4800 BLOCK,4821 STAMP RD,15817,
PP21062300000284,6/23/2021,THEFT,8500 BLOCK,8509 LANDOVER RD EB,31451,
PP21062300001441,6/23/2021,ACCIDENT WITH IMPOUND,,PROSPECT HILL RD / GLENN DALE BLVD EB,16240,
PP21062300000618,6/23/2021,THEFT FROM AUTO,3900 BLOCK,3950 GARDEN CITY DR,31451,
PP21062300002127,6/23/2021,ASSAULT,6200 BLOCK,6201 LIVINGSTON RD,15574,
PP21062300000381,6/23/2021,ACCIDENT WITH IMPOUND,,OLD BALTIMORE PIKE / AMMENDALE WAY,15750,
PP21062300001128,6/23/2021,ASSAULT,6200 BLOCK,6207 OXON HILL RD SB,15574,
PP21062300001068,6/23/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD EB / ATWELL AVE,16440,
PP21062300000488,6/23/2021,THEFT FROM AUTO,9600 BLOCK,9613 RIGGS RD,10889,
PP21062300000412,6/23/2021,THEFT FROM AUTO,2800 BLOCK,2800 FALLING BROOK TER,10889,
PP21062300001057,6/23/2021,ACCIDENT WITH IMPOUND,,CENTRAL AVE EB / CAP BELT IL A HWY SB,15568,
PP21062300001013,6/23/2021,ASSAULT,8200 BLOCK,8217 14TH AVE,10889,
PP21062300000363,6/23/2021,ACCIDENT WITH IMPOUND,,MEDICAL CENTER DR EB / LARGO CENTER DR,8340,
PP21062300001205,6/23/2021,ACCIDENT WITH IMPOUND,,STANFORD CT / COLUMBIA PARK RD EB,31451,
PP21062300001893,6/23/2021,THEFT FROM AUTO,2900 BLOCK,2914 UPLAND AVE,15814,
PP21062300001178,6/23/2021,THEFT,2300 BLOCK,2300 BROOKE GROVE RD,17158,
PP21062300000799,6/23/2021,"AUTO, STOLEN",6000 BLOCK,6003 KIRBY RD,15298,
PP21062300000870,6/23/2021,"AUTO, STOLEN",4900 BLOCK,4910 SILVER HILL RD SB,15577,
PP21062300000561,6/23/2021,THEFT FROM AUTO,5800 BLOCK,5813 SOUTH MARWOOD BLVD,17002,
PP21062300000519,6/23/2021,THEFT FROM AUTO,1400 BLOCK,1400 COLONY RD,15574,
PP21062300000596,6/23/2021,"B & E, RESIDENTIAL",4900 BLOCK,4902 HENDERSON RD,15817,
PP21062300001299,6/23/2021,ACCIDENT WITH IMPOUND,,MEDICAL CENTER DR EB / BRIGHTSEAT RD SB,31451,
PP21062300001571,6/23/2021,ACCIDENT WITH IMPOUND,6200 BLOCK,6235 OXON HILL RD SB,15574,
PP21062300002121,6/23/2021,THEFT FROM AUTO,900 BLOCK,918 VAUXHALL RD,31451,
PP21062300001161,6/23/2021,ASSAULT,5000 BLOCK,5017 MARLBORO PIKE EB,15568,
PP21062300001386,6/23/2021,"AUTO, STOLEN",,WOODVIEW DR / PALMETTO DR,17158,
PP21062300000309,6/23/2021,THEFT FROM AUTO,13000 BLOCK,13025 OLD STAGECOACH RD,15999,
PP21062300000052,6/23/2021,"AUTO, STOLEN",9900 BLOCK,9900 GREENBELT RD WB,15994,
PP21062300000410,6/23/2021,THEFT,7400 BLOCK,7406 VILLAGE GREEN TER,31451,
PP21062300000862,6/23/2021,"B & E, RESIDENTIAL",6700 BLOCK,6707 CALMOS ST,15568,
PP21062300000454,6/23/2021,THEFT,5800 BLOCK,5800 EASTPINE DR,15302,
PP21062300001437,6/23/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / BALTIMORE WASHINGTON PKWY NB,15999,
PP21062300000041,6/23/2021,"AUTO, STOLEN",4400 BLOCK,4419 RENA RD,15577,
PP21062300001774,6/23/2021,THEFT FROM AUTO,13700 BLOCK,13710 CENTRAL AVE WB,17158,
PP21062300001746,6/23/2021,ACCIDENT WITH IMPOUND,,BELGREEN ST / SUITLAND RD,15577,
PP21062300000529,6/23/2021,THEFT FROM AUTO,5400 BLOCK,5425 55TH PL,15302,
PP21062300000376,6/23/2021,"AUTO, STOLEN",9800 BLOCK,9800 RIGGS RD,10889,
PP21062300000634,6/23/2021,THEFT FROM AUTO,10400 BLOCK,10412 MARLBORO PIKE,17002,
PP21062300000374,6/23/2021,THEFT,1700 BLOCK,1723 RITCHIE STATION CT,15814,
PP21062300000246,6/23/2021,THEFT,10500 BLOCK,10550 BALTIMORE AVE SB,15750,
PP21062300002172,6/23/2021,THEFT FROM AUTO,2400 BLOCK,2405 DAREL DR,15577,
PP21062300000544,6/23/2021,ACCIDENT WITH IMPOUND,,RHODE ISLAND AVE / EDGEWOOD RD,15305,
PP21062300000379,6/23/2021,THEFT FROM AUTO,5600 BLOCK,5606 KAVEH CT,17002,
PP21062300002027,6/23/2021,ACCIDENT WITH IMPOUND,,CENTRAL AVE EB / PEPPER MILL DR,15568,
PP21062300002082,6/23/2021,ACCIDENT WITH IMPOUND,,ALTON ST / PENNSYLVANIA AVE WB,15577,
PP21062300000594,6/23/2021,THEFT FROM AUTO,2000 BLOCK,2031 BROOKS DR SB,15577,
PP21062300001929,6/23/2021,THEFT FROM AUTO,9500 BLOCK,9500 CRAIN HWY SE,17002,
PP21062300000782,6/23/2021,"AUTO, STOLEN",9800 BLOCK,9800 FALLARD CT,17002,
PP21062400000984,6/24/2021,"AUTO, STOLEN",5200 BLOCK,5258 MARLBORO PIKE WB,15568,
PP21062400000403,6/24/2021,ACCIDENT WITH IMPOUND,,CHILLUM RD EB / RIGGS RD NB,8789,
PP21062400001719,6/24/2021,THEFT FROM AUTO,6000 BLOCK,6020 SURREY SQUARE LN,15814,
PP21062400000535,6/24/2021,"AUTO, STOLEN",11800 BLOCK,11805 LISBOROUGH RD,16440,
PP21062400001445,6/24/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD EB / FINNS LN,10891,
PP21062400001057,6/24/2021,ACCIDENT WITH IMPOUND,10700 BLOCK,10709 CROOM RD,17002,
PP21062400002337,6/24/2021,THEFT,2800 BLOCK,2803 SYDNEY AVE,15814,
PP21062400002426,6/24/2021,"AUTO, STOLEN",3100 BLOCK,3107 CHESTER GROVE RD,8340,
PP21062400001348,6/24/2021,THEFT,900 BLOCK,901 SOUTHERN AVE,15574,
PP21062400001633,6/24/2021,THEFT FROM AUTO,6400 BLOCK,6400 CLIPPER WAY,15574,
PP21062400001814,6/24/2021,THEFT,9600 BLOCK,9600 MILESTONE WAY,15305,
PP21062400002384,6/24/2021,THEFT,2000 BLOCK,2012 UNIVERSITY BLVD WB,10889,
PP21062400001231,6/24/2021,THEFT FROM AUTO,1400 BLOCK,1423 EASTERN AVE,15568,
PP21062400000155,6/24/2021,ACCIDENT WITH IMPOUND,,BOCK RD / TUCKER RD,15572,
PP21062400000865,6/24/2021,ASSAULT,10100 BLOCK,10100 WILLOWDALE RD,15994,
PP21062400000241,6/24/2021,THEFT,7500 BLOCK,7501 SURRATTS RD,15298,
PP21062400001180,6/24/2021,THEFT FROM AUTO,90 BLOCK,99 CAPITAL CT,8340,
PP21062400001354,6/24/2021,"ROBBERY, COMMERCIAL",7900 BLOCK,7901 NEW HAMPSHIRE AVE NB,10889,
PP21062400001191,6/24/2021,ACCIDENT WITH IMPOUND,,MARTIN LUTHER KING JUNIOR HWY EB / GREENLEAF RD,31451,
PP21062400001558,6/24/2021,"ASSAULT, SHOOTING",4300 BLOCK,4325 SAINT BARNABAS RD SB,15817,
PP21062400000448,6/24/2021,"ASSAULT, WEAPON",500 BLOCK,522 TWEED WAY,31451,
PP21062400000724,6/24/2021,"AUTO, STOLEN",11100 BLOCK,11101 INDIAN HEAD HWY SB,15572,
PP21062400000997,6/24/2021,THEFT,12500 BLOCK,12510 FAIRWOOD PKWY,16440,
PP21062400000499,6/24/2021,THEFT FROM AUTO,4500 BLOCK,4520 LORDS LANDING RD,17002,
PP21062400001210,6/24/2021,THEFT FROM AUTO,1000 BLOCK,1022 HAMPTON PARK BLVD,15568,
PP21062400002429,6/24/2021,ACCIDENT WITH IMPOUND,,SILVER HILL RD NB / ROYAL PLAZA DR,15814,
PP21062400001305,6/24/2021,THEFT,7400 BLOCK,7408 ANNAPOLIS RD WB,10891,
PP21062400000598,6/24/2021,THEFT,6500 BLOCK,6501 SURRATTS RD,15298,
PP21062400001562,6/24/2021,"AUTO, STOLEN",5400 BLOCK,5401 SILVER HILL RD NB,15814,
PP21062400001413,6/24/2021,THEFT FROM AUTO,1900 BLOCK,1909 ERIE ST,10889,
PP21062400000300,6/24/2021,ACCIDENT WITH IMPOUND,,BERRY RD NB / BEALLE HILL RD,8834,
PP21062400000955,6/24/2021,SEX OFFENSE,5100 BLOCK,5130 DEAL DR,15574,
PP21062400000838,6/24/2021,ACCIDENT WITH IMPOUND,8000 BLOCK,8006 ROSARYVILLE RD,17002,
PP21062400001139,6/24/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / THE MALL,8834,
PP21062400000042,6/24/2021,THEFT,1000 BLOCK,1000 LARGO CENTER DR,8340,
PP21062400001037,6/24/2021,THEFT,6800 BLOCK,6800 OXON HILL RD,15574,
PP21062400002135,6/24/2021,ACCIDENT WITH IMPOUND,,OXON RUN DR / 23RD PKWY,15817,
PP21062500000426,6/25/2021,THEFT FROM AUTO,1800 BLOCK,1801 BELLE HAVEN DR NB,31451,
PP21062500001908,6/25/2021,THEFT FROM AUTO,3200 BLOCK,3208 REED ST,15994,
PP21062500001125,6/25/2021,THEFT FROM AUTO,6800 BLOCK,6827 RIVERDALE RD EB,15302,
PP21062500000960,6/25/2021,THEFT FROM AUTO,9500 BLOCK,9524 MUIRKIRK RD,15999,
PP21062500000313,6/25/2021,"AUTO, STOLEN",,TOLEDO TER / NORTHWEST DR,8789,
PP21062500001471,6/25/2021,"B & E, RESIDENTIAL",7500 BLOCK,7527 ALLENTOWN RD,15572,
PP21062500001401,6/25/2021,"AUTO, STOLEN",9300 BLOCK,9300 LOTTSFORD RD WB,8340,
PP21062500000544,6/25/2021,ACCIDENT WITH IMPOUND,,HEATH ST / ABEL AVE,15568,
PP21062500002070,6/25/2021,"AUTO, STOLEN",2100 BLOCK,2107 WEBER DR,15814,
PP21062500000424,6/25/2021,SEX OFFENSE,3900 BLOCK,3928 SUNFLOWER CIR,17158,
PP21062500000259,6/25/2021,ACCIDENT WITH IMPOUND,100 BLOCK,111 NORTH COVE TER,15574,
PP21062500001593,6/25/2021,THEFT,2400 BLOCK,2405 SHERIDAN ST,8789,
PP21062500002384,6/25/2021,ACCIDENT WITH IMPOUND,11100 BLOCK,11100 COLORADO ST,15298,
PP21062500000838,6/25/2021,"ROBBERY, COMMERCIAL",700 BLOCK,798 HARRY S TRUMAN DR NB,8340,
PP21062500001216,6/25/2021,"AUTO, STOLEN",6800 BLOCK,6800 OXON HILL RD#100,15574,
PP21062500002011,6/25/2021,THEFT,6100 BLOCK,6104 OXON HILL RD NB,15574,
PP21062500001044,6/25/2021,THEFT FROM AUTO,6300 BLOCK,6303 23RD AVE,8789,
PP21062500001753,6/25/2021,ACCIDENT WITH IMPOUND,,AGER RD SB / 19TH PL,10889,
PP21062500000961,6/25/2021,THEFT,14000 BLOCK,14001 SILVER TEAL WAY,8340,
PP21062500002135,6/25/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / PINE DR,8834,
PP21062500001712,6/25/2021,THEFT FROM AUTO,2100 BLOCK,2104 WHITE FOX DR,17158,
PP21062500001238,6/25/2021,THEFT FROM AUTO,5000 BLOCK,5000 AUTH RD WB,15577,
PP21062500002197,6/25/2021,ACCIDENT WITH IMPOUND,7300 BLOCK,7301 SHERIFF RD,31451,
PP21062500000343,6/25/2021,"AUTO, STOLEN",7800 BLOCK,7805 OMEGA CT,31451,
PP21062500000841,6/25/2021,"ASSAULT, WEAPON",9900 BLOCK,9983 GOOD LUCK RD EB,15994,
PP21062500001468,6/25/2021,ACCIDENT WITH IMPOUND,,NEW HAMPSHIRE AVE NB / METZEROTT RD,32845,
PP21062500001996,6/25/2021,THEFT,6400 BLOCK,6437 HIL MAR DR,15814,
PP21062500001404,6/25/2021,"ASSAULT, WEAPON",,CHERRY LN / PIRATE LN,15996,
PP21062500000398,6/25/2021,THEFT FROM AUTO,3300 BLOCK,3324 SWANN RD,15577,
PP21062500002370,6/25/2021,ASSAULT,1300 BLOCK,1310 SOUTHERN AVE,26015,
PP21062500001274,6/25/2021,"ROBBERY, OTHER",4900 BLOCK,4909 MARLBORO PIKE EB,15568,
PP21062500002321,6/25/2021,ACCIDENT WITH IMPOUND,,KONTERRA DR NB / CONTEE RD,15996,
PP21062500001904,6/25/2021,"AUTO, STOLEN",,MARBURY DR / MILLVALE AVE,15814,
PP21062500000340,6/25/2021,THEFT FROM AUTO,7800 BLOCK,7806 OMEGA CT,31451,
PP21062500000381,6/25/2021,THEFT FROM AUTO,7500 BLOCK,7508 WEST PARK DR,10889,
PP21062500001710,6/25/2021,"ROBBERY, VEHICLE",1000 BLOCK,1020 LARGO CENTER DR,8340,
PP21062500000871,6/25/2021,ACCIDENT WITH IMPOUND,,PALAMAR DR / GOOD LUCK RD EB,15994,
PP21062500001434,6/25/2021,THEFT,20 BLOCK,22 WATKINS PARK DR NB,8340,
PP21062500000878,6/25/2021,THEFT FROM AUTO,11800 BLOCK,11806 MEADOWLAND DR,16440,
PP21062500001124,6/25/2021,THEFT,2300 BLOCK,2358 IVERSON ST WB,15817,
PP21062500000355,6/25/2021,"AUTO, STOLEN",100 BLOCK,100 CANYON PL,15568,
PP21062500000513,6/25/2021,ACCIDENT WITH IMPOUND,1700 BLOCK,1702 MALLARD CT,8340,
PP21062500000778,6/25/2021,"AUTO, STOLEN",5400 BLOCK,5461 16TH AVE,8789,
PP21062500001872,6/25/2021,ACCIDENT WITH IMPOUND,,WATER FOWL WAY / LARGO RD,8340,
PP21062500001613,6/25/2021,ACCIDENT WITH IMPOUND,,LANHAM SEVERN RD / GREENBELT RD EB,16240,
PP21062500000242,6/25/2021,ACCIDENT WITH IMPOUND,7100 BLOCK,7106 OAKLEY RD,16240,
PP21062500001540,6/25/2021,THEFT,7400 BLOCK,7408 ANNAPOLIS RD WB,10891,
PP21062500000006,6/25/2021,ASSAULT,5800 BLOCK,5815 EASTERN AVE,8789,
PP21062500002077,6/25/2021,THEFT FROM AUTO,2000 BLOCK,2020 BROOKS DR NB,15814,
PP21062500000264,6/25/2021,ACCIDENT WITH IMPOUND,6400 BLOCK,6410 OLD BRANCH AVE NB,15817,
PP21062500001928,6/25/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD WB / CAP BELT IL A HWY SB,10891,
PP21062500001977,6/25/2021,THEFT FROM AUTO,9800 BLOCK,9885 GREENBELT RD EB,15994,
PP21062500000828,6/25/2021,THEFT,5100 BLOCK,5151 ALLENTOWN RD SB,15577,
PP21062500001555,6/25/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD / POWDER MILL RD,15999,
PP21062500001803,6/25/2021,ACCIDENT WITH IMPOUND,,FREEPORT ST / FURMAN PKWY,15302,
PP21062600000233,6/26/2021,ACCIDENT WITH IMPOUND,,20TH AVE / RUATAN ST,10889,
PP21062600000290,6/26/2021,"AUTO, STOLEN & RECOVERED",,20TH AVE / RUATAN ST,10889,
PP21062600000552,6/26/2021,THEFT FROM AUTO,4000 BLOCK,4008 23RD PKWY NB,15817,
PP21062600000388,6/26/2021,ASSAULT,1400 BLOCK,1419 QUEBEC ST,10889,
PP21062600001110,6/26/2021,"AUTO, STOLEN",7900 BLOCK,7930 RIGGS RD,10889,
PP21062600000361,6/26/2021,ACCIDENT WITH IMPOUND,,4700 BL ALLENTOWN RD NB,15577,
PP21062600000135,6/26/2021,ACCIDENT WITH IMPOUND,,OLD BRANCH AVE NB / TARQUIN AVE,15817,
PP21062600000298,6/26/2021,ACCIDENT WITH IMPOUND,2000 BLOCK,2014 AMHERST RD,10889,
PP21062600000348,6/26/2021,ACCIDENT WITH IMPOUND,,GREENBELT RD EB / RHODE ISLAND AVE,15305,
PP21062600001647,6/26/2021,THEFT,1800 BLOCK,1805 WILLIAMSBURGH CT,15572,
PP21062600000812,6/26/2021,ACCIDENT WITH IMPOUND,,ALLENTOWN RD / LANHAM LN,15572,
PP21062600001794,6/26/2021,ACCIDENT WITH IMPOUND,,BALTIMORE WASHINGTON PKWY NB / KENILWORTH AVE NB,31451,
PP21062600002195,6/26/2021,THEFT FROM AUTO,4100 BLOCK,4109 SILVER HILL RD NB,15577,
PP21062600000942,6/26/2021,ASSAULT,800 BLOCK,815 MARCY AVE,15574,
PP21062600002135,6/26/2021,"ROBBERY, OTHER",5000 BLOCK,5001 LEE JAY CT,15568,
PP21062600000418,6/26/2021,THEFT FROM AUTO,2500 BLOCK,2521 OXON RUN DR,15817,
PP21062600001624,6/26/2021,ACCIDENT WITH IMPOUND,,IVERSON CT / IVERSON ST EB,15817,
PP21062600000780,6/26/2021,"AUTO, STOLEN",3200 BLOCK,3212 TOLEDO PL,8789,
PP21062600001217,6/26/2021,THEFT,14300 BLOCK,14301 CHERRY LANE CT,15996,
PP21062600002359,6/26/2021,THEFT,10600 BLOCK,10604 CAMPUS WAY S,8340,
PP21062600000855,6/26/2021,"AUTO, STOLEN",3900 BLOCK,3919 BRANCH AVE SB,15817,
PP21062600001333,6/26/2021,THEFT FROM AUTO,7000 BLOCK,7074 ALLENTOWN RD,15817,
PP21062600001962,6/26/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / WILSON BRIDGE DR,15574,
PP21062600002415,6/26/2021,ASSAULT,3200 BLOCK,3223 TOLEDO PL,8789,
PP21062600001202,6/26/2021,ACCIDENT WITH IMPOUND,7000 BLOCK,7075 ALLENTOWN RD,15817,
PP21062600000118,6/26/2021,ACCIDENT WITH IMPOUND,,EAST CAPITOL ST WB / BURGUNDY ST,15568,
PP21062600000085,6/26/2021,ACCIDENT WITH IMPOUND,,UNIVERSITY BLVD EB / RIGGS RD,10889,
PP21062600001735,6/26/2021,"ROBBERY, OTHER",1400 BLOCK,1401 UNIVERSITY BLVD EB,10889,
PP21062600000976,6/26/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD / CRAIN HWY NE,16435,
PP21062600001593,6/26/2021,THEFT FROM AUTO,4800 BLOCK,4802 FOREST PINES DR,17002,
PP21062600002204,6/26/2021,ACCIDENT WITH IMPOUND,,BRIGGS CHANEY RD / DUNNINGTON RD,15750,
PP21062600000465,6/26/2021,"B & E, RESIDENTIAL",1000 BLOCK,1005 CHILLUM RD EB,8789,
PP21062600001325,6/26/2021,THEFT,,SAWGRASS DR / BRIGGS CHANEY RD,15750,
PP21062600001630,6/26/2021,"AUTO, STOLEN",6500 BLOCK,6571 AGER RD NB,10889,
PP21062600002331,6/26/2021,"AUTO, STOLEN",,ROOSEVELT AVE / ANNAPOLIS AVE,31451,
PP21062600001719,6/26/2021,ACCIDENT WITH IMPOUND,,THRIFT RD / BRANDYWINE RD,15298,
PP21062600001506,6/26/2021,THEFT,2200 BLOCK,2201 UNIVERSITY BLVD EB,10889,
PP21062600002437,6/26/2021,ACCIDENT WITH IMPOUND,6200 BLOCK,6203 LONGFELLOW ST,15302,
PP21062600000468,6/26/2021,"B & E, RESIDENTIAL",9100 BLOCK,9137 GOLDENROD LN,17002,
PP21062600001252,6/26/2021,ACCIDENT WITH IMPOUND,,VETERANS PKWY NB / JOHN HANSON HWY EB,10891,
PP21062600000734,6/26/2021,ACCIDENT WITH IMPOUND,6200 BLOCK,6225 AUTH RD,15577,
PP21062700001557,6/27/2021,ASSAULT,1800 BLOCK,1805 BELLE HAVEN DR NB,31451,
PP21062700002007,6/27/2021,ACCIDENT WITH IMPOUND,,PENNSYLVANIA AVE EB / DONNELL DR,15814,
PP21062700000707,6/27/2021,"ROBBERY, OTHER",1100 BLOCK,1112 KENNEBEC ST,15574,
PP21062700001290,6/27/2021,THEFT FROM AUTO,4300 BLOCK,4301 WEST VILLAGE AVE,15577,
PP21062700000411,6/27/2021,ACCIDENT WITH IMPOUND,,WHITE HOUSE RD / HARRY S TRUMAN DR NB,8340,
PP21062700000963,6/27/2021,"ROBBERY, COMMERCIAL",3200 BLOCK,3216 BRANCH AVE NB,15577,
PP21062700001044,6/27/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / OLD FORT RD,15572,
PP21062700000236,6/27/2021,ACCIDENT WITH IMPOUND,,PALAMAR DR / WOOD STREAM DR,15994,
PP21062700001441,6/27/2021,THEFT FROM AUTO,9300 BLOCK,9300 LOTTSFORD RD WB,8340,
PP21062700001007,6/27/2021,THEFT FROM AUTO,4800 BLOCK,4820 MARLBORO PIKE WB,15568,
PP21062700000916,6/27/2021,"AUTO, STOLEN",13200 BLOCK,13234 INGLESIDE DR,15750,
PP21062700000906,6/27/2021,SEX OFFENSE,9100 BLOCK,9137 BALTIMORE AVE NB,15305,
PP21062700000120,6/27/2021,ACCIDENT WITH IMPOUND,,ENTERPRISE RD / CHANTILLY LN,17158,
PP21062700000313,6/27/2021,ACCIDENT WITH IMPOUND,,HILLMEADE RD / FLETCHERTOWN RD,16240,
PP21062700000921,6/27/2021,"AUTO, STOLEN",8700 BLOCK,8796 GRASMERE CT,15572,
PP21062700000760,6/27/2021,ACCIDENT WITH IMPOUND,15900 BLOCK,15916 CRAIN HWY SE,9221,
PP21062700001185,6/27/2021,"AUTO, STOLEN",13200 BLOCK,13210 LAUREL BOWIE RD SB,15999,
PP21062700000066,6/27/2021,THEFT,7300 BLOCK,7300 BALTIMORE AVE SB,15305,
PP21062700001012,6/27/2021,THEFT,10400 BLOCK,10456 BALTIMORE AVE SB,15750,
PP21062700001317,6/27/2021,ACCIDENT WITH IMPOUND,,VIRGINIA MANOR RD EB / RITZ WAY EB,15750,
PP21062700000652,6/27/2021,THEFT FROM AUTO,9500 BLOCK,9528 48TH PL,15305,
PP21062700000444,6/27/2021,THEFT FROM AUTO,6600 BLOCK,6622 RONALD RD,15568,
PP21062700000691,6/27/2021,THEFT FROM AUTO,800 BLOCK,825 BALBOA AVE,15568,
PP21062700000776,6/27/2021,THEFT FROM AUTO,8000 BLOCK,8000 WOODYARD RD,15298,
PP21062700000909,6/27/2021,ACCIDENT WITH IMPOUND,,KENILWORTH AVE NB / EASTERN AVE,15568,
PP21062700001285,6/27/2021,"ASSAULT, SHOOTING",,ROMFORD DR / VALLEY TRAIL LN,31451,
PP21062700000791,6/27/2021,ACCIDENT WITH IMPOUND,5100 BLOCK,5187 AUTH WAY EB,15577,
PP21062700002071,6/27/2021,"ROBBERY, VEHICLE",5400 BLOCK,5401 SILVER HILL RD NB,15814,
